138	7					
0	128	129	128	128	0	255
1	127	128	127	127	255	255
120	128	128	120.3576642	128.7664234	5.271929825	22.44525547
121	128	128	126	126	10	10
122	128	128	126	126	10	10
123	128	128	126	126	10	10
124	128	128	126	126	10	10
125	128	128	126	127	10	10
126	127	128	126	127	10	10
127	127	128	126	127	9	9
128	127	128	125	128	9	9
129	127	129	125	128	9	9
130	127	129	125	128	9	9
131	127	129	125	128	3	11
132	126	129	125	128	9	11
133	126	129	125	128	3	11
134	126	129	125	128	3	11
135	126	129	125	128	3	11
136	126	130	124	128	3	11
137	126	130	123	128	3	11
138	126	130	123	129	3	11
139	126	131	123	129	3	10
140	126	130	123	129	3	10
141	126	131	123	129	3	14
142	126	131	123	129	3	10
143	126	132	122	129	3	10
144	126	132	122	129	3	10
145	126	132	122	129	3	13
146	126	132	122	129	3	13
147	126	132	122	129	3	13
148	126	132	122	129	3	13
149	126	132	121	129	3	16
150	126	133	121	129	3	16
151	126	133	121	129	3	24
152	126	133	121	129	3	16
153	126	133	121	129	3	24
154	126	133	121	129	3	17
155	126	133	121	129	3	17
156	126	133	121	129	3	23
157	126	133	120	129	3	23
158	126	134	120	129	3	23
159	126	134	120	129	3	23
160	126	134	120	129	3	23
161	126	134	120	129	3	23
162	126	134	120	129	3	21
163	126	134	120	129	3	22
164	126	134	120	129	3	22
165	126	134	120	129	3	22
166	126	134	120	129	3	22
167	126	134	120	129	3	22
168	126	134	120	129	3	22
169	126	134	120	129	3	22
170	126	134	120	129	2	23
171	126	134	120	129	2	24
172	126	134	120	129	2	24
173	126	134	119	129	2	26
174	126	135	119	129	2	26
175	126	134	119	129	2	26
176	126	134	119	129	2	26
177	126	135	119	129	2	26
178	126	135	119	129	2	26
179	126	136	119	129	2	24
180	126	136	118	129	2	25
181	126	137	118	129	2	25
182	126	137	118	129	2	25
183	126	137	118	129	2	26
184	126	138	118	129	2	25
185	126	138	118	129	2	25
186	126	138	117	129	2	23
187	126	139	117	129	2	26
188	126	139	117	129	2	26
189	126	139	117	129	2	24
190	126	139	117	129	2	24
191	125	139	117	129	2	24
192	125	139	117	129	2	24
193	125	139	117	129	2	27
194	125	139	117	129	2	33
195	125	139	117	129	2	33
196	125	140	117	129	2	35
197	125	139	117	129	2	24
198	125	139	117	129	2	32
199	125	139	117	129	2	41
200	125	139	117	129	2	23
201	125	139	117	129	2	26
202	125	139	117	129	2	26
203	125	139	117	129	2	26
204	125	139	117	129	2	26
205	125	139	117	129	2	23
206	125	139	117	129	2	22
207	125	138	118	129	2	23
208	125	138	118	129	2	22
209	125	137	118	129	2	23
210	125	137	117	129	2	25
211	125	136	118	129	2	23
212	125	134	118	129	2	22
213	125	134	118	129	2	20
214	125	134	118	129	2	21
215	125	134	118	129	2	21
216	125	134	118	129	2	22
217	125	134	118	129	2	22
218	125	134	118	129	2	21
219	125	134	119	129	2	21
220	125	134	119	129	2	20
221	125	133	119	129	2	20
222	125	133	119	129	2	20
223	125	133	120	129	2	20
224	125	133	120	129	2	19
225	125	133	119	129	2	19
226	125	133	120	129	2	18
227	125	132	120	129	2	17
228	125	132	120	129	2	17
229	125	132	120	129	2	17
230	125	132	120	129	2	16
231	125	132	120	129	0	17
232	125	132	120	129	0	17
233	125	132	120	129	0	17
234	125	132	120	129	0	16
235	125	132	120	129	0	17
236	125	132	120	129	2	16
237	125	132	120	129	2	15
238	125	131	120	129	0	15
239	125	131	120	129	0	15
240	125	131	120	129	0	15
241	125	131	120	129	0	15
242	125	131	121	129	0	15
243	125	131	121	129	0	15
244	125	131	121	129	0	15
245	125	131	121	129	0	15
246	124	131	121	129	0	15
247	124	131	121	129	0	15
248	124	131	121	129	0	15
249	124	131	121	129	0	15
250	124	130	121	129	0	14
251	124	130	121	129	0	14
252	124	130	121	129	0	14
253	125	129	122	129	0	12
254	126	129	123	129	0	10
255	127	128	126	128	1	4
